title,body,rating,clean_title,clean_body,review_text,title_cleaned,body_cleaned,title_tokens,body_tokens,language,mixed_language,transliteration
The only Good One in M series🙄,Pros-•Good Battery Life•Good Camera (Back)(Better than M11🙄)•Z Plus Ram(excess ram more than 4GB IF NEEDED)•90Hz adaptive refresh rate•Smooth PerformanceCons-•Front Camera is Average•Too Many Useless apps When you First Buy it•Back Camera not suitable for Night condition•Saturation of Camera is Too High,5,the only good one in m series,pros good battery life good camera back better than m11 z plus ram excess ram more than 4gb if needed 90hz adaptive refresh rate smooth performancecons front camera is average too many useless apps when you first buy it back camera not suitable for night condition saturation of camera is too high,the only good one in m series pros good battery life good camera back better than m11 z plus ram excess ram more than 4gb if needed 90hz adaptive refresh rate smooth performancecons front camera is average too many useless apps when you first buy it back camera not suitable for night condition saturation of camera is too high,the only good one in m series,pros good battery life good camera back better than m11 z plus ram excess ram more than 4gb if needed 90hz adaptive refresh rate smooth performancecons front camera is average too many useless apps when you first buy it back camera not suitable for night condition saturation of camera is too high,"['the', 'only', 'good', 'one', 'in', 'm', 'series']","['pros', 'good', 'battery', 'life', 'good', 'camera', 'back', 'better', 'than', 'm11', 'z', 'plus', 'ram', 'excess', 'ram', 'more', 'than', '4gb', 'if', 'needed', '90hz', 'adaptive', 'refresh', 'rate', 'smooth', 'performancecons', 'front', 'camera', 'is', 'average', 'too', 'many', 'useless', 'apps', 'when', 'you', 'first', 'buy', 'it', 'back', 'camera', 'not', 'suitable', 'for', 'night', 'condition', 'saturation', 'of', 'camera', 'is', 'too', 'high']",en,Single,No
Good phone,The phone is very goodBattery life is goodCamera is very goodTechnology is goodSamsung service is good for this good phoneOverall it a nice phone  but display quality is very poor  so this phone is good for in its price list.,4,good phone,the phone is very goodbattery life is goodcamera is very goodtechnology is goodsamsung service is good for this good phoneoverall it a nice phone but display quality is very poor so this phone is good for in its price list,good phone the phone is very goodbattery life is goodcamera is very goodtechnology is goodsamsung service is good for this good phoneoverall it a nice phone but display quality is very poor so this phone is good for in its price list,good phone,the phone is very goodbattery life is goodcamera is very goodtechnology is goodsamsung service is good for this good phoneoverall it a nice phone but display quality is very poor so this phone is good for in its price list,"['good', 'phone']","['the', 'phone', 'is', 'very', 'goodbattery', 'life', 'is', 'goodcamera', 'is', 'very', 'goodtechnology', 'is', 'goodsamsung', 'service', 'is', 'good', 'for', 'this', 'good', 'phoneoverall', 'it', 'a', 'nice', 'phone', 'but', 'display', 'quality', 'is', 'very', 'poor', 'so', 'this', 'phone', 'is', 'good', 'for', 'in', 'its', 'price', 'list']",en,Single,No
Phone to achcha hai but….,"Phone to achcha hai. Main Sri lanka se, par India se mangvaya. rs9499 mei to value lagta hai. Lkn camera 48 hone par b dooor ke fotos ki pictures quality to theek nh. But selfie aur normal distance ke fotos  to theek hai. Meine ise online classes ke liye kharida. So iske liye theek laga. Face ID to andhere me kaam nhi karta. Battery bhi theek hai. Abhi 5dinon se classes ke lie use kia. Aur kya kahun? Amazon me jo b details dekha use dekh kar kharida. Ummid thodi si thi ki camera ke bare me. Iske alawa overall theek hai.",4,phone to achcha hai but,phone to achcha hai main sri lanka se par india se mangvaya rs9499 mei to value lagta hai lkn camera 48 hone par b dooor ke fotos ki pictures quality to theek nh but selfie aur normal distance ke fotos to theek hai meine ise online classes ke liye kharida so iske liye theek laga face id to andhere me kaam nhi karta battery bhi theek hai abhi 5dinon se classes ke lie use kia aur kya kahun amazon me jo b details dekha use dekh kar kharida ummid thodi si thi ki camera ke bare me iske alawa overall theek hai,phone to achcha hai but phone to achcha hai main sri lanka se par india se mangvaya rs9499 mei to value lagta hai lkn camera 48 hone par b dooor ke fotos ki pictures quality to theek nh but selfie aur normal distance ke fotos to theek hai meine ise online classes ke liye kharida so iske liye theek laga face id to andhere me kaam nhi karta battery bhi theek hai abhi 5dinon se classes ke lie use kia aur kya kahun amazon me jo b details dekha use dekh kar kharida ummid thodi si thi ki camera ke bare me iske alawa overall theek hai,phone to achcha hai but,phone to achcha hai main sri lanka se par india se mangvaya rs9499 mei to value lagta hai lkn camera 48 hone par b dooor ke fotos ki pictures quality to theek nh but selfie aur normal distance ke fotos to theek hai meine ise online classes ke liye kharida so iske liye theek laga face id to andhere me kaam nhi karta battery bhi theek hai abhi 5dinon se classes ke lie use kia aur kya kahun amazon me jo b details dekha use dekh kar kharida ummid thodi si thi ki camera ke bare me iske alawa overall theek hai,"['phone', 'to', 'achcha', 'hai', 'but']","['phone', 'to', 'achcha', 'hai', 'main', 'sri', 'lanka', 'se', 'par', 'india', 'se', 'mangvaya', 'rs9499', 'mei', 'to', 'value', 'lagta', 'hai', 'lkn', 'camera', '48', 'hone', 'par', 'b', 'dooor', 'ke', 'fotos', 'ki', 'pictures', 'quality', 'to', 'theek', 'nh', 'but', 'selfie', 'aur', 'normal', 'distance', 'ke', 'fotos', 'to', 'theek', 'hai', 'meine', 'ise', 'online', 'classes', 'ke', 'liye', 'kharida', 'so', 'iske', 'liye', 'theek', 'laga', 'face', 'id', 'to', 'andhere', 'me', 'kaam', 'nhi', 'karta', 'battery', 'bhi', 'theek', 'hai', 'abhi', '5dinon', 'se', 'classes', 'ke', 'lie', 'use', 'kia', 'aur', 'kya', 'kahun', 'amazon', 'me', 'jo', 'b', 'details', 'dekha', 'use', 'dekh', 'kar', 'kharida', 'ummid', 'thodi', 'si', 'thi', 'ki', 'camera', 'ke', 'bare', 'me', 'iske', 'alawa', 'overall', 'theek', 'hai']",en,Single,No
Good buy at this price. Strong and appealing design.,"It's just 2 days of buying this phone so overall review is not possible. Few things which I want to tell about the phone. It looks and gives feeling of strong built. It's slightly heavier (though I like such phones). Battery backup is superb. Camera quality is good at this price option, front camera has noise in pictures which is common in low budget phones. Display and sound is also justifying the price. With smooth touchscreen it's overall a good budget phone which gives you a feeling of premium built and fair quality. My reason to buy this phone was the strong built quality and simple yet good design (it does not slip from hands). I got instant discount of 1000/- on buying it with HDFC card.",4,good buy at this price strong and appealing design,it s just 2 days of buying this phone so overall review is not possible few things which i want to tell about the phone it looks and gives feeling of strong built it s slightly heavier though i like such phones battery backup is superb camera quality is good at this price option front camera has noise in pictures which is common in low budget phones display and sound is also justifying the price with smooth touchscreen it s overall a good budget phone which gives you a feeling of premium built and fair quality my reason to buy this phone was the strong built quality and simple yet good design it does not slip from hands i got instant discount of 1000 on buying it with hdfc card,good buy at this price strong and appealing design it s just 2 days of buying this phone so overall review is not possible few things which i want to tell about the phone it looks and gives feeling of strong built it s slightly heavier though i like such phones battery backup is superb camera quality is good at this price option front camera has noise in pictures which is common in low budget phones display and sound is also justifying the price with smooth touchscreen it s overall a good budget phone which gives you a feeling of premium built and fair quality my reason to buy this phone was the strong built quality and simple yet good design it does not slip from hands i got instant discount of 1000 on buying it with hdfc card,good buy at this price strong and appealing design,it s just 2 days of buying this phone so overall review is not possible few things which i want to tell about the phone it looks and gives feeling of strong built it s slightly heavier though i like such phones battery backup is superb camera quality is good at this price option front camera has noise in pictures which is common in low budget phones display and sound is also justifying the price with smooth touchscreen it s overall a good budget phone which gives you a feeling of premium built and fair quality my reason to buy this phone was the strong built quality and simple yet good design it does not slip from hands i got instant discount of 1000 on buying it with hdfc card,"['good', 'buy', 'at', 'this', 'price', 'strong', 'and', 'appealing', 'design']","['it', 's', 'just', '2', 'days', 'of', 'buying', 'this', 'phone', 'so', 'overall', 'review', 'is', 'not', 'possible', 'few', 'things', 'which', 'i', 'want', 'to', 'tell', 'about', 'the', 'phone', 'it', 'looks', 'and', 'gives', 'feeling', 'of', 'strong', 'built', 'it', 's', 'slightly', 'heavier', 'though', 'i', 'like', 'such', 'phones', 'battery', 'backup', 'is', 'superb', 'camera', 'quality', 'is', 'good', 'at', 'this', 'price', 'option', 'front', 'camera', 'has', 'noise', 'in', 'pictures', 'which', 'is', 'common', 'in', 'low', 'budget', 'phones', 'display', 'and', 'sound', 'is', 'also', 'justifying', 'the', 'price', 'with', 'smooth', 'touchscreen', 'it', 's', 'overall', 'a', 'good', 'budget', 'phone', 'which', 'gives', 'you', 'a', 'feeling', 'of', 'premium', 'built', 'and', 'fair', 'quality', 'my', 'reason', 'to', 'buy', 'this', 'phone', 'was', 'the', 'strong', 'built', 'quality', 'and', 'simple', 'yet', 'good', 'design', 'it', 'does', 'not', 'slip', 'from', 'hands', 'i', 'got', 'instant', 'discount', 'of', '1000', 'on', 'buying', 'it', 'with', 'hdfc', 'card']",en,Single,No
Don't buy this phone,The camera is of very poor quality.Screen disply quality is not good as redmi phone don't buy this phone.I will never purchase any Samsung phone in future.Samsung is only doing marketing launching new products every day but quality of the product are very poor.I replaced the redi phone if you used the redimi phone you will never satisfied with Samsung.,1,don t buy this phone,the camera is of very poor quality screen disply quality is not good as redmi phone don t buy this phone i will never purchase any samsung phone in future samsung is only doing marketing launching new products every day but quality of the product are very poor i replaced the redi phone if you used the redimi phone you will never satisfied with samsung,don t buy this phone the camera is of very poor quality screen disply quality is not good as redmi phone don t buy this phone i will never purchase any samsung phone in future samsung is only doing marketing launching new products every day but quality of the product are very poor i replaced the redi phone if you used the redimi phone you will never satisfied with samsung,don t buy this phone,the camera is of very poor quality screen disply quality is not good as redmi phone don t buy this phone i will never purchase any samsung phone in future samsung is only doing marketing launching new products every day but quality of the product are very poor i replaced the redi phone if you used the redimi phone you will never satisfied with samsung,"['don', 't', 'buy', 'this', 'phone']","['the', 'camera', 'is', 'of', 'very', 'poor', 'quality', 'screen', 'disply', 'quality', 'is', 'not', 'good', 'as', 'redmi', 'phone', 'don', 't', 'buy', 'this', 'phone', 'i', 'will', 'never', 'purchase', 'any', 'samsung', 'phone', 'in', 'future', 'samsung', 'is', 'only', 'doing', 'marketing', 'launching', 'new', 'products', 'every', 'day', 'but', 'quality', 'of', 'the', 'product', 'are', 'very', 'poor', 'i', 'replaced', 'the', 'redi', 'phone', 'if', 'you', 'used', 'the', 'redimi', 'phone', 'you', 'will', 'never', 'satisfied', 'with', 'samsung']",en,Single,No
Pathetic Product from Samsung,I had bought this phone for my mom and it had severe call quality issues from the beginning and within 6 months of using it the fingerprint stopped working. I checked with the service centre and they told me that the phone had liquid damage although it never had contact with water or rain. Stay away from this garbage.,5,pathetic product from samsung,i had bought this phone for my mom and it had severe call quality issues from the beginning and within 6 months of using it the fingerprint stopped working i checked with the service centre and they told me that the phone had liquid damage although it never had contact with water or rain stay away from this garbage,pathetic product from samsung i had bought this phone for my mom and it had severe call quality issues from the beginning and within 6 months of using it the fingerprint stopped working i checked with the service centre and they told me that the phone had liquid damage although it never had contact with water or rain stay away from this garbage,pathetic product from samsung,i had bought this phone for my mom and it had severe call quality issues from the beginning and within 6 months of using it the fingerprint stopped working i checked with the service centre and they told me that the phone had liquid damage although it never had contact with water or rain stay away from this garbage,"['pathetic', 'product', 'from', 'samsung']","['i', 'had', 'bought', 'this', 'phone', 'for', 'my', 'mom', 'and', 'it', 'had', 'severe', 'call', 'quality', 'issues', 'from', 'the', 'beginning', 'and', 'within', '6', 'months', 'of', 'using', 'it', 'the', 'fingerprint', 'stopped', 'working', 'i', 'checked', 'with', 'the', 'service', 'centre', 'and', 'they', 'told', 'me', 'that', 'the', 'phone', 'had', 'liquid', 'damage', 'although', 'it', 'never', 'had', 'contact', 'with', 'water', 'or', 'rain', 'stay', 'away', 'from', 'this', 'garbage']",en,Single,No
Camera quality. Donn't waste your money on M12,"Total waste of money. Worst camera quality. Front camera is not even like like 1 megapixel camera. If you like to take even a single selfi, then don't go for it. Back camera is also not at all good. My old Samsung phones are far better than this one. Once you buy you have to live with it. So, don't waste your money on this M12",1,camera quality donn t waste your money on m12,total waste of money worst camera quality front camera is not even like like 1 megapixel camera if you like to take even a single selfi then don t go for it back camera is also not at all good my old samsung phones are far better than this one once you buy you have to live with it so don t waste your money on this m12,camera quality donn t waste your money on m12 total waste of money worst camera quality front camera is not even like like 1 megapixel camera if you like to take even a single selfi then don t go for it back camera is also not at all good my old samsung phones are far better than this one once you buy you have to live with it so don t waste your money on this m12,camera quality donn t waste your money on m12,total waste of money worst camera quality front camera is not even like like 1 megapixel camera if you like to take even a single selfi then don t go for it back camera is also not at all good my old samsung phones are far better than this one once you buy you have to live with it so don t waste your money on this m12,"['camera', 'quality', 'donn', 't', 'waste', 'your', 'money', 'on', 'm12']","['total', 'waste', 'of', 'money', 'worst', 'camera', 'quality', 'front', 'camera', 'is', 'not', 'even', 'like', 'like', '1', 'megapixel', 'camera', 'if', 'you', 'like', 'to', 'take', 'even', 'a', 'single', 'selfi', 'then', 'don', 't', 'go', 'for', 'it', 'back', 'camera', 'is', 'also', 'not', 'at', 'all', 'good', 'my', 'old', 'samsung', 'phones', 'are', 'far', 'better', 'than', 'this', 'one', 'once', 'you', 'buy', 'you', 'have', 'to', 'live', 'with', 'it', 'so', 'don', 't', 'waste', 'your', 'money', 'on', 'this', 'm12']",en,Single,No
Nice product,Nice product with in the price range with better battery back up. Camera quality is good..The only bad thing I observed is that wifi is getting connected 2.5ghz bandwidth networks but not getting connected for 5ghz higher bandwidth networks.. Otherwise I would have given 5.,4,nice product,nice product with in the price range with better battery back up camera quality is good the only bad thing i observed is that wifi is getting connected 2 5ghz bandwidth networks but not getting connected for 5ghz higher bandwidth networks otherwise i would have given 5,nice product nice product with in the price range with better battery back up camera quality is good the only bad thing i observed is that wifi is getting connected 2 5ghz bandwidth networks but not getting connected for 5ghz higher bandwidth networks otherwise i would have given 5,nice product,nice product with in the price range with better battery back up camera quality is good the only bad thing i observed is that wifi is getting connected 2 5ghz bandwidth networks but not getting connected for 5ghz higher bandwidth networks otherwise i would have given 5,"['nice', 'product']","['nice', 'product', 'with', 'in', 'the', 'price', 'range', 'with', 'better', 'battery', 'back', 'up', 'camera', 'quality', 'is', 'good', 'the', 'only', 'bad', 'thing', 'i', 'observed', 'is', 'that', 'wifi', 'is', 'getting', 'connected', '2', '5ghz', 'bandwidth', 'networks', 'but', 'not', 'getting', 'connected', 'for', '5ghz', 'higher', 'bandwidth', 'networks', 'otherwise', 'i', 'would', 'have', 'given', '5']",en,Single,No
It seems Samsung  has delivered  what they have been promoting in Galaxy M12,I got this phone for my second contact number as my primary handset  battery  runs out very fast and I usually have very long days. But this phone's battery  really  amazed me . It's only 3.5 days I am using  but I can tell you that the battery  backup  is really  good . My first full charge ran for full 3 days with moderate usage. Looks good . UI is simple with Android 11.  Weight and grip is good . Screen is responsive . Haven't faced a real show stopper as of yet . Initial opinion is full value for money for those who are looking for descent  phone with a very good battery  life.,4,it seems samsung has delivered what they have been promoting in galaxy m12,i got this phone for my second contact number as my primary handset battery runs out very fast and i usually have very long days but this phone s battery really amazed me it s only 3 5 days i am using but i can tell you that the battery backup is really good my first full charge ran for full 3 days with moderate usage looks good ui is simple with android 11 weight and grip is good screen is responsive haven t faced a real show stopper as of yet initial opinion is full value for money for those who are looking for descent phone with a very good battery life,it seems samsung has delivered what they have been promoting in galaxy m12 i got this phone for my second contact number as my primary handset battery runs out very fast and i usually have very long days but this phone s battery really amazed me it s only 3 5 days i am using but i can tell you that the battery backup is really good my first full charge ran for full 3 days with moderate usage looks good ui is simple with android 11 weight and grip is good screen is responsive haven t faced a real show stopper as of yet initial opinion is full value for money for those who are looking for descent phone with a very good battery life,it seems samsung has delivered what they have been promoting in galaxy m12,i got this phone for my second contact number as my primary handset battery runs out very fast and i usually have very long days but this phone s battery really amazed me it s only 3 5 days i am using but i can tell you that the battery backup is really good my first full charge ran for full 3 days with moderate usage looks good ui is simple with android 11 weight and grip is good screen is responsive haven t faced a real show stopper as of yet initial opinion is full value for money for those who are looking for descent phone with a very good battery life,"['it', 'seems', 'samsung', 'has', 'delivered', 'what', 'they', 'have', 'been', 'promoting', 'in', 'galaxy', 'm12']","['i', 'got', 'this', 'phone', 'for', 'my', 'second', 'contact', 'number', 'as', 'my', 'primary', 'handset', 'battery', 'runs', 'out', 'very', 'fast', 'and', 'i', 'usually', 'have', 'very', 'long', 'days', 'but', 'this', 'phone', 's', 'battery', 'really', 'amazed', 'me', 'it', 's', 'only', '3', '5', 'days', 'i', 'am', 'using', 'but', 'i', 'can', 'tell', 'you', 'that', 'the', 'battery', 'backup', 'is', 'really', 'good', 'my', 'first', 'full', 'charge', 'ran', 'for', 'full', '3', 'days', 'with', 'moderate', 'usage', 'looks', 'good', 'ui', 'is', 'simple', 'with', 'android', '11', 'weight', 'and', 'grip', 'is', 'good', 'screen', 'is', 'responsive', 'haven', 't', 'faced', 'a', 'real', 'show', 'stopper', 'as', 'of', 'yet', 'initial', 'opinion', 'is', 'full', 'value', 'for', 'money', 'for', 'those', 'who', 'are', 'looking', 'for', 'descent', 'phone', 'with', 'a', 'very', 'good', 'battery', 'life']",en,Single,No
Not for those in the age group 12-60,It is a phone suitable for kids or those who use phone only to make calls and watch videos in youtube. phone is of basic specs and cannot be used for multitasking.it can be used for basic things. nothing more.,1,not for those in the age group 12 60,it is a phone suitable for kids or those who use phone only to make calls and watch videos in youtube phone is of basic specs and cannot be used for multitasking it can be used for basic things nothing more,not for those in the age group 12 60 it is a phone suitable for kids or those who use phone only to make calls and watch videos in youtube phone is of basic specs and cannot be used for multitasking it can be used for basic things nothing more,not for those in the age group 12 60,it is a phone suitable for kids or those who use phone only to make calls and watch videos in youtube phone is of basic specs and cannot be used for multitasking it can be used for basic things nothing more,"['not', 'for', 'those', 'in', 'the', 'age', 'group', '12', '60']","['it', 'is', 'a', 'phone', 'suitable', 'for', 'kids', 'or', 'those', 'who', 'use', 'phone', 'only', 'to', 'make', 'calls', 'and', 'watch', 'videos', 'in', 'youtube', 'phone', 'is', 'of', 'basic', 'specs', 'and', 'can', 'not', 'be', 'used', 'for', 'multitasking', 'it', 'can', 'be', 'used', 'for', 'basic', 'things', 'nothing', 'more']",en,Single,No
Not bad at these price,Loved this color.Cons:* heating issue*screen heating while charging*doesnt feel fast charging ( adapter provided is not 15w)* Not feeling 90 hz refreshing rate* battery drain fast ( not feeling 6000 mah battery life )*weight is little high*sound quality is not good (sometimes cant hear phone ringing) Pros:Camera quality goodVideo quality goodNice colorGood at this price (brought @10499)On time deliveryHope build quality of Samsung will be good,3,not bad at these price,loved this color cons heating issue screen heating while charging doesnt feel fast charging adapter provided is not 15w not feeling 90 hz refreshing rate battery drain fast not feeling 6000 mah battery life weight is little high sound quality is not good sometimes cant hear phone ringing pros camera quality goodvideo quality goodnice colorgood at this price brought 10499 on time deliveryhope build quality of samsung will be good,not bad at these price loved this color cons heating issue screen heating while charging doesnt feel fast charging adapter provided is not 15w not feeling 90 hz refreshing rate battery drain fast not feeling 6000 mah battery life weight is little high sound quality is not good sometimes cant hear phone ringing pros camera quality goodvideo quality goodnice colorgood at this price brought 10499 on time deliveryhope build quality of samsung will be good,not bad at these price,loved this color cons heating issue screen heating while charging doesnt feel fast charging adapter provided is not 15w not feeling 90 hz refreshing rate battery drain fast not feeling 6000 mah battery life weight is little high sound quality is not good sometimes cant hear phone ringing pros camera quality goodvideo quality goodnice colorgood at this price brought 10499 on time deliveryhope build quality of samsung will be good,"['not', 'bad', 'at', 'these', 'price']","['loved', 'this', 'color', 'cons', 'heating', 'issue', 'screen', 'heating', 'while', 'charging', 'doesnt', 'feel', 'fast', 'charging', 'adapter', 'provided', 'is', 'not', '15w', 'not', 'feeling', '90', 'hz', 'refreshing', 'rate', 'battery', 'drain', 'fast', 'not', 'feeling', '6000', 'mah', 'battery', 'life', 'weight', 'is', 'little', 'high', 'sound', 'quality', 'is', 'not', 'good', 'sometimes', 'cant', 'hear', 'phone', 'ringing', 'pros', 'camera', 'quality', 'goodvideo', 'quality', 'goodnice', 'colorgood', 'at', 'this', 'price', 'brought', '10499', 'on', 'time', 'deliveryhope', 'build', 'quality', 'of', 'samsung', 'will', 'be', 'good']",en,Single,No
Very low quality product from Samsung compared to their other products,The M12 is very low quality product in terms of display which has very faded colors and the screen is a magnet for fingerprints and other forms of dirt.It does not even have high speed WiFi (5Ghz) which I was expecting.Compared this to very marginally higher priced M21 which is leaps ahead in terms of specs and product quality.,2,very low quality product from samsung compared to their other products,the m12 is very low quality product in terms of display which has very faded colors and the screen is a magnet for fingerprints and other forms of dirt it does not even have high speed wifi 5ghz which i was expecting compared this to very marginally higher priced m21 which is leaps ahead in terms of specs and product quality,very low quality product from samsung compared to their other products the m12 is very low quality product in terms of display which has very faded colors and the screen is a magnet for fingerprints and other forms of dirt it does not even have high speed wifi 5ghz which i was expecting compared this to very marginally higher priced m21 which is leaps ahead in terms of specs and product quality,very low quality product from samsung compared to their other products,the m12 is very low quality product in terms of display which has very faded colors and the screen is a magnet for fingerprints and other forms of dirt it does not even have high speed wifi 5ghz which i was expecting compared this to very marginally higher priced m21 which is leaps ahead in terms of specs and product quality,"['very', 'low', 'quality', 'product', 'from', 'samsung', 'compared', 'to', 'their', 'other', 'products']","['the', 'm12', 'is', 'very', 'low', 'quality', 'product', 'in', 'terms', 'of', 'display', 'which', 'has', 'very', 'faded', 'colors', 'and', 'the', 'screen', 'is', 'a', 'magnet', 'for', 'fingerprints', 'and', 'other', 'forms', 'of', 'dirt', 'it', 'does', 'not', 'even', 'have', 'high', 'speed', 'wifi', '5ghz', 'which', 'i', 'was', 'expecting', 'compared', 'this', 'to', 'very', 'marginally', 'higher', 'priced', 'm21', 'which', 'is', 'leaps', 'ahead', 'in', 'terms', 'of', 'specs', 'and', 'product', 'quality']",en,Single,No
Not very impressive,Below average phone in this price range. Battery lasts only 24hrs with very normal use. Camera is below standards. Processor is not very impressive. Mi Note 10 would have been a better choice.,2,not very impressive,below average phone in this price range battery lasts only 24hrs with very normal use camera is below standards processor is not very impressive mi note 10 would have been a better choice,not very impressive below average phone in this price range battery lasts only 24hrs with very normal use camera is below standards processor is not very impressive mi note 10 would have been a better choice,not very impressive,below average phone in this price range battery lasts only 24hrs with very normal use camera is below standards processor is not very impressive mi note 10 would have been a better choice,"['not', 'very', 'impressive']","['below', 'average', 'phone', 'in', 'this', 'price', 'range', 'battery', 'lasts', 'only', '24hrs', 'with', 'very', 'normal', 'use', 'camera', 'is', 'below', 'standards', 'processor', 'is', 'not', 'very', 'impressive', 'mi', 'note', '10', 'would', 'have', 'been', 'a', 'better', 'choice']",en,Single,No
Very Good For Normal Users,"The Phone is best for middle range buyers,Negative in phone means 1000/2000 price has to reduce because of their given features .And remaining over is fine with mid rangeFingerprint is fastBattery is very goodCamera back is okay but front 8mp is some what good (because of this price has to reduce)Processor is not good for gamers.,This phone is very good to who use very less .,or normal users .  Like only calls msgs and social networks chatting.If you want camera good means don't buy this phone.Screen resolution is less due to that HD videos were not in original some what blur or like below HD.",4,very good for normal users,the phone is best for middle range buyers negative in phone means 1000 2000 price has to reduce because of their given features and remaining over is fine with mid rangefingerprint is fastbattery is very goodcamera back is okay but front 8mp is some what good because of this price has to reduce processor is not good for gamers this phone is very good to who use very less or normal users like only calls msgs and social networks chatting if you want camera good means don t buy this phone screen resolution is less due to that hd videos were not in original some what blur or like below hd,very good for normal users the phone is best for middle range buyers negative in phone means 1000 2000 price has to reduce because of their given features and remaining over is fine with mid rangefingerprint is fastbattery is very goodcamera back is okay but front 8mp is some what good because of this price has to reduce processor is not good for gamers this phone is very good to who use very less or normal users like only calls msgs and social networks chatting if you want camera good means don t buy this phone screen resolution is less due to that hd videos were not in original some what blur or like below hd,very good for normal users,the phone is best for middle range buyers negative in phone means 1000 2000 price has to reduce because of their given features and remaining over is fine with mid rangefingerprint is fastbattery is very goodcamera back is okay but front 8mp is some what good because of this price has to reduce processor is not good for gamers this phone is very good to who use very less or normal users like only calls msgs and social networks chatting if you want camera good means don t buy this phone screen resolution is less due to that hd videos were not in original some what blur or like below hd,"['very', 'good', 'for', 'normal', 'users']","['the', 'phone', 'is', 'best', 'for', 'middle', 'range', 'buyers', 'negative', 'in', 'phone', 'means', '1000', '2000', 'price', 'has', 'to', 'reduce', 'because', 'of', 'their', 'given', 'features', 'and', 'remaining', 'over', 'is', 'fine', 'with', 'mid', 'rangefingerprint', 'is', 'fastbattery', 'is', 'very', 'goodcamera', 'back', 'is', 'okay', 'but', 'front', '8mp', 'is', 'some', 'what', 'good', 'because', 'of', 'this', 'price', 'has', 'to', 'reduce', 'processor', 'is', 'not', 'good', 'for', 'gamers', 'this', 'phone', 'is', 'very', 'good', 'to', 'who', 'use', 'very', 'less', 'or', 'normal', 'users', 'like', 'only', 'calls', 'msgs', 'and', 'social', 'networks', 'chatting', 'if', 'you', 'want', 'camera', 'good', 'means', 'don', 't', 'buy', 'this', 'phone', 'screen', 'resolution', 'is', 'less', 'due', 'to', 'that', 'hd', 'videos', 'were', 'not', 'in', 'original', 'some', 'what', 'blur', 'or', 'like', 'below', 'hd']",en,Single,No
Internet Problem (Value for money),There is only 1 problem I observed that  the internet is not working properly. Videos are running intermittently even on high speed Wi-Fi. Web pages also does not load as expected.Other than that working fine and all the expected feature in this range. Its fingerprint sensor in power button.,3,internet problem value for money,there is only 1 problem i observed that the internet is not working properly videos are running intermittently even on high speed wi fi web pages also does not load as expected other than that working fine and all the expected feature in this range its fingerprint sensor in power button,internet problem value for money there is only 1 problem i observed that the internet is not working properly videos are running intermittently even on high speed wi fi web pages also does not load as expected other than that working fine and all the expected feature in this range its fingerprint sensor in power button,internet problem value for money,there is only 1 problem i observed that the internet is not working properly videos are running intermittently even on high speed wi fi web pages also does not load as expected other than that working fine and all the expected feature in this range its fingerprint sensor in power button,"['internet', 'problem', 'value', 'for', 'money']","['there', 'is', 'only', '1', 'problem', 'i', 'observed', 'that', 'the', 'internet', 'is', 'not', 'working', 'properly', 'videos', 'are', 'running', 'intermittently', 'even', 'on', 'high', 'speed', 'wi', 'fi', 'web', 'pages', 'also', 'does', 'not', 'load', 'as', 'expected', 'other', 'than', 'that', 'working', 'fine', 'and', 'all', 'the', 'expected', 'feature', 'in', 'this', 'range', 'its', 'fingerprint', 'sensor', 'in', 'power', 'button']",en,Single,No
